time_ms,x,y,target_x,target_y,target_w,start_flag,end_flag
444,2032.0,713.0,2192.0,718.0,40.0,0,0
459,2059.0,713.0,2192.0,718.0,40.0,0,0
475,2085.0,714.0,2192.0,718.0,40.0,0,0
490,2115.0,716.0,2192.0,718.0,40.0,0,0
506,2146.0,718.0,2192.0,718.0,40.0,0,0
521,2171.0,718.0,2192.0,718.0,40.0,0,0
537,2188.0,718.0,2192.0,718.0,40.0,0,0
552,2192.0,718.0,2192.0,718.0,40.0,0,0
568,2192.0,718.0,2192.0,718.0,40.0,0,0
583,2192.0,718.0,2192.0,718.0,40.0,0,1
1,695.0,749.0,2142.0,771.0,40.0,1,0
18,695.0,749.0,2142.0,771.0,40.0,0,0
33,695.0,749.0,2142.0,771.0,40.0,0,0
48,695.0,749.0,2142.0,771.0,40.0,0,0
65,695.0,749.0,2142.0,771.0,40.0,0,0
80,695.0,749.0,2142.0,771.0,40.0,0,0
95,695.0,749.0,2142.0,771.0,40.0,0,0
110,695.0,749.0,2142.0,771.0,40.0,0,0
126,695.0,749.0,2142.0,771.0,40.0,0,0
141,695.0,749.0,2142.0,771.0,40.0,0,0
157,702.0,749.0,2142.0,771.0,40.0,0,0
172,720.0,752.0,2142.0,771.0,40.0,0,0
187,749.0,757.0,2142.0,771.0,40.0,0,0
203,801.0,762.0,2142.0,771.0,40.0,0,0
219,869.0,767.0,2142.0,771.0,40.0,0,0
234,948.0,770.0,2142.0,771.0,40.0,0,0
250,1031.0,771.0,2142.0,771.0,40.0,0,0
265,1130.0,772.0,2142.0,771.0,40.0,0,0
281,1230.0,772.0,2142.0,771.0,40.0,0,0
296,1329.0,772.0,2142.0,771.0,40.0,0,0
311,1420.0,772.0,2142.0,771.0,40.0,0,0
326,1520.0,772.0,2142.0,771.0,40.0,0,0
342,1633.0,772.0,2142.0,771.0,40.0,0,0
357,1724.0,772.0,2142.0,771.0,40.0,0,0
373,1805.0,772.0,2142.0,771.0,40.0,0,0
